usage_id,workorder_id,part_id,quantity,cost_eur
271,1127,1098,4,465.93
272,10492,1077,2,472.25
273,15126,1088,5,287.69
274,6108,1069,8,490.61
275,897,1022,1,380.41
276,11177,1030,3,299.97
277,7240,1004,7,203.95
278,19052,1099,1,276.29
279,14379,1056,9,260.93
280,6578,1023,2,313.94
281,2425,1062,9,322.99
282,16923,1031,6,284.77
283,18238,1061,1,307.51
284,17970,1030,8,125.0
285,34,1063,6,54.62
286,6781,1082,6,298.27
287,13005,1076,8,477.23
288,287,1046,5,208.02
289,13795,1020,4,364.91
290,5336,1049,5,383.94
291,9466,1094,4,409.14
292,2399,1091,7,125.24
293,16897,1015,8,318.86
294,10267,1024,9,73.14
295,644,1050,6,171.58
296,19804,1050,6,301.58
297,19726,1035,5,346.18
298,10378,1000,1,60.29
299,16051,1098,2,295.99
300,18600,1014,1,97.23
301,527,1083,2,255.97
302,1877,1098,9,204.17
303,11008,1052,9,418.64
304,3779,1022,5,345.04
305,4230,1003,7,226.51
306,4519,1015,7,451.74
307,16099,1061,2,293.76
308,1538,1022,5,239.86
309,7069,1088,6,176.8
310,8390,1093,1,185.41
311,5678,1041,7,442.68
312,18993,1028,5,447.55
313,18264,1092,9,85.28
314,6698,1087,1,112.13
315,13900,1013,2,451.78
316,15868,1065,3,330.82
317,18553,1055,4,317.95
318,161,1032,8,324.65
319,3172,1029,6,84.69
320,13158,1024,1,141.46
321,11216,1046,5,172.25
322,3032,1055,6,122.34
323,13718,1085,6,193.51
324,15311,1032,3,483.61
325,3126,1018,3,207.04
326,6778,1015,1,380.68
327,19660,1000,9,462.06
328,10886,1034,7,394.01
329,14344,1017,1,272.67
330,13153,1077,8,221.24
331,1294,1023,7,272.28
332,11613,1069,8,74.35
333,10678,1073,5,31.04
334,14475,1082,8,268.98
335,7163,1001,4,272.5
336,18107,1078,2,440.62
337,2449,1091,7,250.83
338,5039,1005,7,431.52
339,3722,1022,4,225.78
340,10781,1076,6,338.89
341,16591,1032,1,299.78
342,9521,1049,9,137.7
343,17556,1045,1,24.6
344,6431,1007,1,116.44
345,1009,1003,6,191.82
346,2713,1084,5,450.63
347,16179,1050,2,108.39
348,6652,1020,9,231.77
349,13893,1017,8,189.98
350,18743,1029,6,262.82
351,11848,1049,3,67.72
352,15233,1046,7,66.04
353,16611,1077,3,198.97
354,18188,1031,9,157.76
355,13570,1017,2,359.77
356,14564,1032,8,365.5
357,11626,1087,5,481.96
358,13363,1045,6,141.21
359,17281,1094,9,397.8
360,8613,1071,6,369.3
361,4573,1079,1,157.33
362,13748,1085,3,394.15
363,9909,1070,8,45.11
364,6338,1049,8,422.56
365,7474,1061,4,423.06
366,8643,1067,1,113.28
367,3155,1068,5,163.11
368,11558,1039,2,303.23
369,1591,1031,9,37.18
370,5860,1056,3,419.69
371,9411,1076,1,215.8
372,12714,1000,4,445.39
373,12573,1023,9,435.98
374,8443,1095,2,328.87
375,9915,1092,4,484.62
376,18808,1008,4,348.27
377,5527,1061,9,200.51
378,6775,1073,2,35.59
379,18710,1076,7,116.09
380,8518,1078,4,454.14
381,5712,1015,4,71.79
382,3895,1020,4,372.85
383,11603,1019,9,397.74
384,5615,1059,9,407.85
385,6092,1078,5,325.62
386,13799,1080,9,416.34
387,3933,1013,4,245.48
388,6094,1057,3,162.0
389,1143,1076,6,270.12
390,8489,1055,6,104.42
391,18025,1072,3,105.71
392,12190,1066,4,44.49
393,9571,1054,4,173.78
394,6554,1059,5,70.9
395,19310,1031,2,301.61
396,202,1018,1,314.17
397,14807,1021,3,207.05
398,16681,1068,5,222.15
399,13713,1099,8,280.84
400,2107,1054,1,147.14
401,18697,1086,3,99.01
402,84,1032,3,263.2
403,14227,1038,2,145.35
404,8389,1014,4,470.79
405,5372,1043,7,76.95
406,4932,1066,9,169.66
407,1376,1049,3,357.94
408,9418,1096,5,447.28
409,7906,1037,5,183.36
410,8740,1039,8,361.2
411,2546,1078,2,410.74
412,1302,1015,9,238.52
413,8473,1038,7,157.46
414,5939,1005,1,96.55
415,297,1046,8,153.81
416,4093,1064,4,284.67
417,1957,1089,6,372.64
418,19151,1082,8,88.52
419,5709,1037,4,396.83
420,6692,1068,2,396.98
421,446,1005,2,484.42
422,2685,1014,8,82.77
423,8950,1086,4,134.97
424,14690,1016,4,130.21
425,4250,1084,8,29.03
426,7779,1061,5,455.72
427,10968,1041,4,459.07
428,17437,1090,7,412.41
429,18054,1086,5,371.87
430,17975,1045,1,241.1
431,4063,1066,6,432.2
432,14739,1057,6,179.77
433,10009,1034,1,280.76
434,15800,1030,8,412.14
435,3633,1097,9,230.87
436,6396,1047,9,498.45
437,6062,1078,1,209.16
438,13399,1002,3,356.0
439,8643,1054,8,179.3
440,7992,1026,4,102.5
441,10059,1065,9,52.0
442,15537,1020,6,324.21
443,2847,1080,2,368.73
444,12553,1017,8,183.45
445,6002,1019,3,351.22
446,1790,1038,2,29.33
447,6351,1011,7,110.46
448,16536,1076,3,453.13
449,7223,1058,4,233.53
450,16369,1015,5,193.95
451,12959,1015,5,69.76
452,18383,1073,6,41.99
453,18218,1041,5,335.42
454,3209,1046,5,221.45
455,18796,1041,6,44.13
456,19343,1082,5,484.8
457,6336,1068,7,278.19
458,15540,1060,8,283.51
459,2519,1068,9,289.39
460,19974,1014,5,191.05
461,7588,1041,7,140.09
462,78,1078,7,299.41
463,4960,1061,6,141.91
464,3469,1098,5,49.15
465,13154,1015,8,262.67
466,19379,1000,7,312.68
467,13932,1009,7,337.68
468,7143,1079,6,312.28
469,10783,1025,8,426.64
470,18848,1007,4,151.8
471,7058,1023,6,74.03
472,15711,1075,9,446.97
473,6057,1025,1,170.81
474,607,1013,3,319.86
475,6452,1043,9,355.15
476,11222,1025,9,259.22
477,19355,1051,6,92.32
478,19698,1054,9,321.09
479,15407,1006,6,433.45
480,3011,1018,9,32.14
481,5130,1018,2,351.65
482,3930,1032,6,149.31
483,3857,1043,4,127.63
484,16405,1077,7,456.45
485,4475,1029,3,476.68
486,14032,1092,4,476.73
487,19941,1041,7,135.31
488,17731,1066,2,468.63
489,15870,1082,6,438.51
490,18833,1072,7,385.05
491,8601,1020,7,324.04
492,3528,1068,6,354.87
493,14313,1074,9,408.05
494,13677,1047,8,166.03
495,14211,1049,3,434.86
496,15593,1032,9,82.16
497,12514,1067,3,78.89
498,18649,1090,1,384.36
499,13026,1039,7,131.72
500,7310,1008,3,321.91
501,10937,1074,2,265.26
502,6302,1029,7,157.87
503,3940,1006,9,97.71
504,5874,1005,1,242.43
505,3069,1045,7,76.12
506,6988,1068,2,257.32
507,4617,1049,7,353.58
508,4466,1099,9,426.99
509,13675,1063,1,185.02
510,6307,1010,2,27.61
511,10869,1031,2,154.67
512,3052,1066,5,50.44
513,15837,1042,7,111.6
514,5180,1084,4,199.15
515,11747,1060,5,413.65
516,16035,1059,4,492.37
517,16833,1056,6,253.99
518,9374,1022,2,324.91
519,4860,1090,5,145.39
520,15872,1033,7,20.28
521,15132,1047,7,412.94
522,17170,1094,8,189.45
523,14370,1091,5,417.26
524,19663,1025,5,396.99
525,18910,1054,2,175.61
526,15566,1094,2,457.9
527,15965,1045,3,197.11
528,17899,1007,7,329.53
529,8201,1015,2,81.21
530,5575,1075,8,52.83
531,13148,1001,4,305.26
532,14918,1067,3,123.14
533,8318,1042,9,393.0
534,18059,1060,8,258.62
535,18644,1052,9,489.41
536,8501,1016,5,72.34
537,14480,1011,7,208.65
538,10700,1083,5,62.99
539,17271,1034,3,419.67
540,10581,1026,1,78.55
541,15368,1039,4,67.19
542,10836,1000,1,484.68
543,6988,1049,5,100.78
544,18822,1002,4,142.32
545,12020,1004,9,80.95
546,5406,1025,2,93.2
547,14995,1018,9,105.28
548,10372,1099,7,287.11
549,14962,1050,5,33.65
550,3026,1082,4,288.4
551,2084,1037,8,258.67
552,9514,1069,6,451.47
553,16308,1002,7,360.82
554,7062,1013,8,198.24
555,6303,1083,9,217.23
556,5056,1074,6,459.97
557,2590,1072,6,207.47
558,10032,1028,3,84.46
559,18325,1071,9,72.74
560,15234,1035,3,245.31
561,10402,1064,2,397.45
562,5306,1091,5,214.78
563,17279,1002,3,327.59
564,14971,1061,5,46.03
565,10547,1001,2,67.38
566,9126,1078,8,290.85
567,16713,1026,4,421.55
568,16171,1004,5,101.49
569,6724,1059,7,183.73
570,4812,1054,4,430.52
571,15590,1094,4,447.62
572,18105,1048,7,349.88
573,12184,1055,5,73.08
574,11395,1069,1,139.82
575,12312,1024,1,202.93
576,960,1083,7,462.32
577,10351,1050,7,198.15
578,9391,1076,3,422.9
579,487,1012,8,432.73
580,18524,1099,4,154.33
581,5746,1004,9,331.88
582,1368,1096,4,30.69
583,4972,1034,1,85.59
584,8835,1034,3,466.91
585,1350,1025,3,237.52
586,4369,1028,9,280.67
587,16623,1027,3,347.31
588,18225,1063,7,448.46
589,10157,1057,5,476.21
590,9039,1020,6,340.35
591,4075,1094,3,273.87
592,12521,1033,1,207.85
593,12920,1066,3,423.65
594,10922,1076,8,441.11
595,5748,1010,3,442.54
596,14841,1013,4,150.35
597,3026,1085,8,50.04
598,9730,1037,2,222.31
599,10037,1035,4,436.9
600,1275,1066,6,364.97
601,2475,1070,7,206.43
602,15673,1097,6,245.69
603,1458,1066,8,22.09
604,3481,1014,4,86.54
605,8010,1079,9,256.39
606,8454,1059,7,245.58
607,6773,1071,4,455.49
608,6345,1004,8,436.14
609,9696,1042,6,357.09
610,1550,1017,3,204.87
611,707,1046,4,455.01
612,17186,1070,7,147.0
613,4022,1041,1,467.36
614,7704,1055,6,335.55
615,1454,1043,9,325.91
616,267,1063,2,292.5
617,18759,1035,7,138.92
618,11666,1081,5,311.19
619,8919,1057,5,235.52
620,11537,1013,4,86.46
621,7234,1080,7,312.76
622,11440,1000,9,450.36
623,894,1090,5,243.97
624,18129,1059,5,201.44
625,1798,1065,5,107.31
626,18576,1075,3,277.86
627,8696,1089,2,292.15
628,12853,1043,6,454.25
629,18363,1094,9,236.58
630,7493,1071,6,70.26
631,11297,1095,5,227.73
632,19640,1035,7,106.26
633,3139,1008,1,95.49
634,12373,1004,6,159.84
635,7854,1072,4,266.51
636,8522,1009,4,152.36
637,14523,1034,4,471.11
638,14095,1079,5,279.17
639,14110,1098,6,224.71
640,3051,1043,7,384.39
641,7927,1030,8,150.38
642,12318,1003,3,126.73
643,14156,1010,4,83.0
644,5036,1098,2,451.78
645,18154,1004,6,317.56
646,12104,1086,3,347.95
647,12058,1099,8,283.05
648,15080,1019,9,201.35
649,18719,1023,6,329.98
650,10539,1052,6,354.4
651,1881,1029,7,129.22
652,6107,1044,7,378.41
653,13575,1018,6,126.19
654,11079,1025,6,157.37
655,4847,1008,9,37.92
656,10566,1071,7,389.51
657,3332,1079,8,185.75
658,561,1093,7,388.9
659,9777,1030,7,102.31
660,7479,1073,2,140.68
661,17953,1076,9,478.37
662,16408,1032,9,437.91
663,6984,1083,3,446.05
664,15797,1087,7,435.81
665,17929,1079,2,82.39
666,16176,1041,6,229.5
667,293,1021,5,127.69
668,12692,1065,7,274.3
669,4257,1031,1,247.62
670,12187,1022,7,116.23
671,2417,1014,9,193.48
672,1679,1095,4,59.47
673,2559,1054,2,185.84
674,19817,1024,1,337.2
675,14125,1010,9,134.98
676,10124,1005,7,251.77
677,5176,1035,2,204.72
678,8826,1092,1,243.22
679,13946,1042,3,405.89
680,14006,1023,6,132.03
681,15400,1055,6,387.72
682,9960,1064,9,487.88
683,1246,1054,4,113.74
684,6671,1001,9,317.69
685,11445,1037,1,240.98
686,18300,1086,4,24.03
687,4410,1057,7,100.12
688,14183,1058,8,104.52
689,19462,1055,3,398.12
690,7503,1047,6,301.1
691,10294,1043,9,87.4
692,17000,1024,1,498.84
693,19663,1021,6,472.44
694,19233,1034,1,329.26
695,15627,1018,7,32.99
696,7096,1027,5,123.65
697,17037,1024,7,188.1
698,9669,1091,6,328.31
699,17542,1020,1,336.5
700,16677,1044,3,422.48
701,14453,1083,6,405.73
702,4711,1060,8,419.13
703,1616,1050,3,336.56
704,6142,1017,3,469.55
705,18985,1047,1,459.97
706,16343,1006,1,295.24
707,8007,1045,8,54.67
708,2105,1010,8,350.12
709,9796,1079,2,463.18
710,11923,1036,7,278.32
711,4774,1028,4,209.68
712,13324,1048,2,355.05
713,1699,1038,7,304.78
714,5237,1035,5,427.75
715,7732,1022,8,128.01
716,3582,1090,5,341.3
717,8557,1056,8,424.54
718,14407,1091,7,101.69
719,46,1073,1,95.37
720,10204,1014,6,300.55
721,17584,1063,7,222.5
722,6131,1010,8,70.43
723,14505,1020,6,81.11
724,19949,1014,9,173.3
725,10717,1047,2,108.59
726,2369,1000,2,282.65
727,12427,1036,5,197.55
728,15874,1062,1,181.41
729,13079,1058,3,251.53
730,9061,1029,8,93.19
731,13484,1020,9,462.84
732,9417,1000,6,167.86
733,17772,1014,2,173.87
734,4330,1022,7,104.3
735,12648,1003,3,264.35
736,14470,1076,9,125.44
737,5431,1075,4,474.42
738,10774,1066,9,42.65
739,5917,1053,8,38.02
740,8989,1013,8,135.74
741,7889,1012,1,164.43
742,14123,1002,9,268.61
743,10449,1077,1,59.6
744,15511,1000,3,304.98
745,15279,1088,4,439.14
746,5816,1020,8,103.78
747,15505,1064,5,189.01
748,12818,1079,2,216.58
749,5512,1057,9,62.01
750,6648,1060,6,270.68
751,17171,1073,3,336.25
752,15202,1002,4,155.86
753,7157,1017,8,324.53
754,18261,1023,6,104.87
755,14928,1024,9,370.09
756,204,1089,5,299.32
757,5649,1014,3,206.03
758,16137,1004,5,142.27
759,16679,1048,1,297.28
760,5656,1035,6,92.07
761,154,1052,6,493.73
762,18440,1087,6,297.22
763,4722,1042,7,125.24
764,17440,1038,6,152.31
765,4874,1036,5,21.5
766,8715,1061,5,54.95
767,1789,1002,3,235.81
768,2394,1046,6,94.57
769,11181,1081,4,265.02
770,15875,1076,8,89.51
771,15444,1052,3,370.01
772,9738,1025,9,83.54
773,2307,1034,7,391.78
774,6700,1080,5,133.06
775,2378,1018,8,226.86
776,13221,1043,2,215.56
777,257,1037,5,74.86
778,9493,1049,3,116.93
779,15312,1023,4,83.54
780,16030,1098,8,272.88
781,11936,1061,5,313.15
782,4712,1029,2,403.7
783,8374,1063,7,360.02
784,2845,1052,4,447.51
785,15964,1099,9,35.05
786,13654,1040,6,249.2
787,5080,1049,9,278.47
788,8326,1039,6,463.35
789,768,1065,3,366.41
790,9582,1078,4,127.46
791,12179,1092,4,405.78
792,6703,1025,4,312.13
793,15979,1003,6,294.41
794,19914,1086,8,280.0
795,15074,1088,9,170.84
796,8937,1033,2,128.09
797,8816,1003,8,340.77
798,12559,1032,7,213.19
799,12906,1045,7,499.43
800,9344,1000,5,340.66
801,2950,1006,4,39.32
802,5561,1090,4,149.85
803,2889,1093,2,124.1
804,14247,1000,2,442.21
805,15799,1067,4,65.76
806,6117,1075,6,332.09
807,14334,1052,3,73.87
808,2007,1095,4,384.43
809,4902,1068,6,452.05
810,10038,1062,4,110.95
811,12687,1015,5,247.56
812,17799,1055,9,234.25
813,19510,1012,1,360.93
814,6272,1030,6,408.59
815,19244,1085,8,87.28
816,3523,1059,7,60.16
817,14566,1000,2,289.41
818,16080,1051,2,321.65
819,3885,1036,8,326.81
820,8196,1078,4,307.61
821,19963,1006,3,81.88
822,8191,1064,4,183.83
823,5141,1006,1,338.86
824,16901,1060,7,164.08
825,2227,1043,6,74.59
826,2861,1041,8,41.38
827,16113,1025,8,275.22
828,838,1031,9,268.43
829,5963,1050,7,133.77
830,2534,1000,9,141.56
831,5092,1094,6,32.23
832,3655,1065,3,142.18
833,13320,1016,9,210.12
834,11055,1043,2,240.09
835,11811,1072,5,453.24
836,18119,1046,1,73.14
837,10850,1030,8,280.49
838,4323,1005,4,189.67
839,9072,1037,4,249.47
840,15212,1070,2,26.92
841,6098,1027,5,420.97
842,19198,1076,8,98.1
843,14893,1090,7,205.05
844,15332,1063,9,133.6
845,3181,1005,9,395.61
846,18938,1088,5,117.1
847,229,1090,9,66.99
848,4198,1056,4,265.18
849,13428,1043,4,431.75
850,13124,1035,9,66.31
851,7503,1077,7,45.86
852,6052,1006,8,323.72
853,158,1081,5,289.22
854,19838,1075,4,197.05
855,6152,1016,7,56.48
856,4802,1007,6,153.17
857,13017,1072,5,336.45
858,18098,1042,2,197.98
859,6174,1090,3,319.01
860,12708,1069,5,53.45
861,49,1021,3,25.0
862,14908,1086,4,335.61
863,1107,1065,2,114.52
864,3323,1014,7,325.33
865,7534,1084,4,299.59
866,10668,1040,9,456.77
867,13444,1089,7,155.98
868,5082,1006,6,279.27
869,697,1018,3,65.08
870,766,1038,9,144.24
871,9060,1039,8,148.75
872,8451,1059,3,272.41
873,15145,1080,4,446.24
874,145,1041,6,460.37
875,16050,1072,3,455.72
876,1864,1097,7,119.52
877,8673,1062,6,422.95
878,8395,1001,1,30.24
879,10086,1040,6,189.65
880,13577,1049,2,202.61
881,4369,1091,3,141.67
882,2409,1054,3,154.34
883,16370,1034,8,213.8
884,2620,1059,2,226.36
885,6806,1033,5,68.61
886,530,1022,7,377.22
887,4297,1020,9,418.88
888,3770,1027,5,330.57
889,18396,1040,7,277.81
890,17422,1053,2,432.23
891,6443,1025,9,361.55
892,15436,1066,4,216.59
893,18277,1056,3,92.37
894,14832,1027,2,385.92
895,1447,1049,6,336.93
896,4832,1055,2,126.25
897,15282,1002,1,452.25
898,6058,1036,1,148.59
899,5686,1004,8,22.91
900,705,1007,5,230.38
901,2222,1022,5,205.57
902,6694,1085,7,316.16
903,10379,1067,6,418.52
904,6668,1006,8,258.36
905,13609,1016,2,321.02
906,14885,1082,6,329.37
907,7758,1075,6,181.97
908,15719,1009,4,430.49
909,15643,1055,3,369.3
910,2272,1068,1,354.5
911,2359,1000,5,226.92
912,737,1074,5,154.83
913,10570,1040,9,375.98
914,6725,1019,8,381.46
915,14245,1052,3,472.09
916,11915,1000,1,326.31
917,17314,1019,2,326.91
918,3222,1081,2,453.31
919,4370,1014,3,494.48
920,17458,1065,9,245.58
921,9125,1091,6,220.9
922,17144,1039,5,496.42
923,13328,1002,8,61.25
924,1433,1002,6,222.48
925,4416,1055,6,162.34
926,13856,1077,7,77.97
927,8580,1059,7,376.6
928,4053,1040,3,446.71
929,9359,1079,3,293.12
930,11813,1001,7,296.82
931,5107,1065,5,472.36
932,13306,1052,8,459.7
933,14000,1070,5,23.63
934,12475,1059,8,263.33
935,17120,1010,1,285.98
936,7026,1076,2,188.99
937,5198,1098,6,224.74
938,1254,1068,5,370.18
939,3708,1068,9,266.36
940,14536,1081,6,419.46
941,3176,1099,3,409.88
942,18258,1052,8,179.1
943,16557,1021,5,261.28
944,4298,1061,8,461.93
945,2544,1016,1,92.78
946,12857,1036,2,29.46
947,15188,1050,3,370.68
948,1936,1080,8,320.83
949,10722,1076,6,464.4
950,8478,1028,6,363.85
951,13183,1071,3,245.41
952,9416,1019,6,59.93
953,15342,1054,6,462.52
954,14028,1036,2,129.89
955,347,1039,5,232.99
956,10010,1047,3,234.29
957,10987,1096,6,305.93
958,16376,1026,3,315.39
959,12011,1098,7,50.86
960,14478,1083,2,408.59
961,16087,1015,6,331.53
962,10533,1085,2,485.84
963,18554,1075,1,233.93
964,3399,1040,8,185.79
965,3547,1065,9,97.9
966,2123,1097,9,298.95
967,12823,1045,2,403.46
968,7585,1004,7,101.9
969,14873,1049,5,119.41
970,11146,1040,3,43.59
971,14078,1040,6,240.59
972,15837,1094,6,87.22
973,17983,1013,5,136.97
974,17457,1005,1,437.44
975,5122,1037,9,160.58
976,1676,1084,7,323.84
977,12784,1030,8,89.78
978,14266,1048,2,181.79
979,9745,1068,3,284.47
980,11849,1011,2,462.33
981,15990,1015,8,455.07
982,2645,1076,2,447.54
983,16670,1059,7,288.83
984,14197,1035,3,146.73
985,16842,1056,6,342.29
986,3502,1095,6,118.93
987,2913,1027,4,97.15
988,14415,1038,3,259.38
989,933,1016,9,108.54
990,8544,1015,7,184.74
991,9574,1083,7,144.39
992,15216,1051,9,260.52
993,15953,1011,3,125.2
994,876,1005,6,448.28
995,19730,1059,1,489.79
996,16260,1033,5,232.14
997,3186,1090,3,315.28
998,4317,1047,3,268.92
999,4067,1086,2,392.15
